x, y
141.87912087912088, 41.21052631578947
141.8379120879121, 41.118421052631575
141.82142857142858, 41.01315789473684
141.71428571428572, 40.98684210526316
141.74725274725276, 40.91447368421053
141.6813186813187, 40.85526315789474
141.8379120879121, 40.7828947368421
141.90384615384616, 40.86184210526316
141.96978021978023, 40.81578947368421
142.2664835164835, 40.375
142.34065934065933, 40.31578947368421
142.42307692307693, 40.30921052631579
142.27472527472528, 40.19736842105263
142.25, 40.125
142.20054945054946, 40.13815789473684
142.11813186813185, 40.2171052631579
142.34065934065933, 39.83552631578947
142.31593406593407, 39.776315789473685
142.31593406593407, 39.73026315789474
142.3489010989011, 39.67763157894737
142.19230769230768, 39.67763157894737
142.25824175824175, 39.63815789473684
142.3901098901099, 39.53947368421053
142.33241758241758, 39.57236842105263
142.55494505494505, 39.61184210526316
142.3489010989011, 39.0921052631579
142.3901098901099, 38.493421052631575
142.33241758241758, 37.73684210526316
142.16758241758242, 37.7828947368421
142.02747252747253, 37.67763157894737
142.16758241758242, 37.69736842105263
142.17582417582418, 39.078947368421055
142.2335164835165, 39.046052631578945
142.27472527472528, 38.9671052631579
142.18406593406593, 39.01973684210526
142.0934065934066, 38.868421052631575
142.01923076923077, 38.9078947368421
141.96978021978023, 38.94078947368421
141.9368131868132, 38.66447368421053
141.9945054945055, 38.66447368421053
142.08516483516485, 38.66447368421053
142.12637362637363, 38.618421052631575
142.0686813186813, 38.39473684210526
142.17582417582418, 38.348684210526315
142.1098901098901, 38.35526315789474
142.00274725274724, 38.3421052631579
141.90384615384616, 38.35526315789474
141.74725274725276, 38.276315789473685
142.24175824175825, 38.3421052631579
141.96978021978023, 38.07236842105263
142.0686813186813, 38.05263157894737
142.11813186813185, 38.03947368421053
142.07692307692307, 37.98684210526316
141.96978021978023, 37.9671052631579
141.8543956043956, 37.993421052631575
141.92032967032966, 37.723684210526315
142.00274725274724, 37.743421052631575
141.87087912087912, 37.63815789473684
141.80494505494505, 37.61184210526316
141.7554945054945, 37.578947368421055
141.68956043956044, 37.61184210526316
141.60714285714286, 37.64473684210526
141.53296703296704, 37.56578947368421
141.58241758241758, 37.33552631578947
141.6565934065934, 37.348684210526315
141.73901098901098, 37.35526315789474
141.8379120879121, 37.33552631578947
141.78846153846155, 37.30263157894737
141.8379120879121, 37.26315789473684
141.88736263736263, 37.21052631578947
141.66483516483515, 37.00657894736842
141.59065934065933, 36.9671052631579
141.47527472527472, 36.93421052631579
141.47527472527472, 36.93421052631579
141.3846153846154, 36.94078947368421
141.29395604395606, 37
141.42582417582418, 37
141.4835164835165, 36.88157894736842
141.54945054945054, 36.8421052631579
141.67307692307693, 36.82236842105263
141.72252747252747, 36.83552631578947
141.42582417582418, 36.703947368421055
141.36813186813185, 36.6578947368421
141.27747252747253, 36.6578947368421
141.1868131868132, 36.66447368421053
141.1868131868132, 36.66447368421053
141.3434065934066, 36.53947368421053
141.3434065934066, 36.53947368421053
141.3846153846154, 36.578947368421055
141.3846153846154, 36.51973684210526
141.21153846153845, 36.53947368421053
141.15384615384616, 36.546052631578945
141.0879120879121, 36.51315789473684
141.03021978021977, 36.50657894736842
140.95604395604394, 36.50657894736842
140.97252747252747, 36.17763157894737
141.05494505494505, 36.171052631578945
