x, y
128.69028871391077, 38.73406593406593
128.72965879265092, 38.23296703296703
129.22834645669292, 38.747252747252745
129.25459317585302, 38.21978021978022
129.25459317585302, 37.73186813186813
129.74015748031496, 38.747252747252745
129.71391076115486, 38.206593406593406
129.7270341207349, 37.784615384615385
129.71391076115486, 37.30989010989011
129.70078740157481, 36.76923076923077
129.70078740157481, 36.24175824175824
129.24146981627297, 36.26813186813187
129.7270341207349, 35.832967032967034
130.21259842519686, 35.81978021978022
130.73753280839895, 35.81978021978022
130.750656167979, 36.28131868131868
130.23884514435696, 36.32087912087912
130.23884514435696, 36.7032967032967
130.23884514435696, 37.24395604395605
130.23884514435696, 37.75824175824176
130.23884514435696, 38.23296703296703
130.1994750656168, 38.707692307692305
130.68503937007873, 38.25934065934066
131.18372703412072, 38.707692307692305
131.20997375328085, 38.285714285714285
131.20997375328085, 37.81098901098901
130.76377952755905, 37.73186813186813
130.7244094488189, 37.27032967032967
130.6981627296588, 36.75604395604395
131.20997375328085, 36.76923076923077
131.23622047244095, 37.25714285714286
131.1968503937008, 36.29450549450549
131.70866141732284, 38.246153846153845
131.7217847769029, 37.745054945054946
131.748031496063, 37.2967032967033
131.7217847769029, 36.82197802197802
131.7217847769029, 36.28131868131868
131.7217847769029, 35.793406593406594
132.2204724409449, 35.793406593406594
132.1942257217848, 36.29450549450549
132.23359580052494, 36.76923076923077
132.23359580052494, 37.27032967032967
132.2204724409449, 37.77142857142857
132.1811023622047, 38.21978021978022
132.73228346456693, 38.23296703296703
132.71916010498688, 37.745054945054946
132.6797900262467, 37.24395604395605
132.70603674540683, 36.79560439560439
133.1784776902887, 37.283516483516486
133.21784776902888, 37.7978021978022
133.20472440944883, 38.167032967032966
133.20472440944883, 38.77362637362637
133.21784776902888, 39.24835164835165
133.71653543307087, 39.723076923076924
133.70341207349082, 39.261538461538464
133.69028871391077, 38.786813186813184
133.6771653543307, 37.73186813186813
133.71653543307087, 38.246153846153845
133.72965879265092, 37.27032967032967
134.22834645669292, 37.27032967032967
134.68766404199476, 37.283516483516486
135.23884514435696, 37.25714285714286
134.22834645669292, 37.75824175824176
134.22834645669292, 38.19340659340659
134.22834645669292, 38.747252747252745
134.24146981627297, 39.24835164835165
134.24146981627297, 39.73626373626374
134.7270341207349, 39.20879120879121
134.7270341207349, 38.747252747252745
