x, y
179.70305676855895, 60.83160083160083
178.44541484716157, 61.11850311850312
178.5240174672489, 61.49272349272349
179.9650655021834, 61.18087318087318
180.0698689956332, 61.49272349272349
180.12227074235807, 61.79209979209979
180.27947598253274, 62.16632016632017
178.78602620087335, 61.82952182952183
178.9170305676856, 62.17879417879418
179.02183406113537, 62.52806652806653
179.12663755458516, 62.852390852390855
179.1004366812227, 63.226611226611226
179.36244541484717, 63.58835758835759
179.3886462882096, 63.937629937629936
179.51965065502185, 64.33679833679834
179.59825327510916, 64.71101871101871
178.47161572052403, 65.02286902286902
178.36681222707423, 64.71101871101871
178.235807860262, 64.32432432432432
178.15720524017468, 63.92515592515593
177.97379912663754, 63.55093555093555
177.8165938864629, 63.18918918918919
177.7117903930131, 62.852390852390855
177.63318777292577, 62.49064449064449
177.4235807860262, 62.16632016632017
177.34497816593887, 61.82952182952183
177.24017467248908, 61.53014553014553
176.13973799126637, 62.15384615384615
176.13973799126637, 62.553014553014556
176.34934497816593, 62.9022869022869
176.42794759825327, 63.25155925155925
176.58515283842794, 63.58835758835759
176.68995633187774, 63.96257796257796
176.76855895196508, 64.3118503118503
176.95196506550218, 64.72349272349273
176.74235807860262, 65.02286902286902
175.35371179039302, 64.68607068607069
175.32751091703057, 64.27442827442827
175.14410480349346, 63.96257796257796
175.09170305676855, 63.55093555093555
174.90829694323145, 63.17671517671518
174.80349344978166, 62.87733887733888
173.57205240174673, 63.6008316008316
173.65065502183407, 63.95010395010395
181.37991266375545, 61.46777546777547
181.48471615720524, 61.87941787941788
181.64192139737992, 62.141372141372145
183.00436681222706, 62.15384615384615
183.00436681222706, 61.79209979209979
184.5764192139738, 61.817047817047815
184.36681222707423, 61.50519750519751
185.04803493449782, 61.44282744282744
185.6768558951965, 61.4054054054054
185.6244541484716, 61.13097713097713
185.80786026200875, 60.893970893970895
186.3056768558952, 60.943866943866944
186.90829694323145, 60.96881496881497
187.117903930131, 60.694386694386694
187.66812227074234, 60.56964656964657
188.11353711790392, 60.357588357588355
188.74235807860262, 60.270270270270274
189.4235807860262, 60.03326403326403
189.58078602620088, 59.5966735966736
