0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.243,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.685,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.069,0.723,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.158,0.641,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.001,0.306,0.473,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.005,0.493,0.288,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.018,0.655,0.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.053,0.725,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.128,0.675,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.001,0.26,0.524,0.006,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.004,0.441,0.336,0.002,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.013,0.617,0.179,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.04,0.717,0.08,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.102,0.7,0.03,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.001,0.217,0.572,0.009,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.002,0.388,0.387,0.002,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.009,0.574,0.216,0.001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.701,0.101,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.718,0.061,0.001,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.939,0.999,1,1,1,1
